,Category,Rating,Reviews,Content Rating,Size in bytes,Numeric_install
1094,HEALTH_AND_FITNESS,3.3,20098,Everyone,26214400.0,10000000
1095,HOUSE_AND_HOME,4.5,417907,Everyone,35651584.0,10000000
1097,FOOD_AND_DRINK,4.5,455377,Everyone,36700160.0,10000000
1098,FOOD_AND_DRINK,3.6,145323,Everyone,44040192.0,10000000
1099,ENTERTAINMENT,3.7,197774,Mature 17+,46137344.0,10000000
1101,LIFESTYLE,4.4,726074,Everyone,47185920.0,10000000
1102,FINANCE,4.4,341090,Everyone,55574528.0,10000000
1103,GAME,4.5,183846,Everyone,103809024.0,10000000
1104,AUTO_AND_VEHICLES,3.9,295,Everyone,2831155.2,10000
1105,EDUCATION,4.1,702,Everyone,7969177.6,10000
1107,COMMUNICATION,4.3,4187998,Everyone,16777216.0,100000000
1109,GAME,4.6,9882639,Everyone,77594624.0,100000000
1110,GAME,4.1,10424925,Everyone,89128960.0,100000000
1111,GAME,4.6,5418675,Everyone,100663296.0,100000000
1112,HEALTH_AND_FITNESS,4.6,299,Everyone,11534336.0,100000
1113,FINANCE,4.7,7514,Everyone,14680064.0,100000
1114,LIFESTYLE,4.0,3937,Everyone,15728640.0,100000
1115,FINANCE,3.8,861,Everyone,17825792.0,100000
1116,HEALTH_AND_FITNESS,4.5,8642,Everyone,18874368.0,100000
1117,ART_AND_DESIGN,4.3,967,Everyone,2936012.8,100000
1118,ART_AND_DESIGN,4.6,4326,Everyone,22020096.0,100000
1119,DATING,4.2,4195,Mature 17+,25165824.0,100000
1120,DATING,4.1,2067,Mature 17+,25165824.0,100000
1122,EDUCATION,4.7,3528,Everyone,25165824.0,100000
1123,HOUSE_AND_HOME,3.4,287,Everyone,28311552.0,100000
1124,FINANCE,4.6,2417,Everyone,29360128.0,100000
1125,AUTO_AND_VEHICLES,3.9,3971,Everyone,3774873.6,100000
1126,COMICS,4.6,4895,Everyone,36700160.0,100000
1127,HEALTH_AND_FITNESS,3.7,1812,Everyone,38797312.0,100000
1128,FINANCE,4.5,8662,Everyone,39845888.0,100000
1129,FINANCE,4.1,2898,Everyone,47185920.0,100000
1130,BUSINESS,4.2,1661,Everyone,48234496.0,100000
1131,FINANCE,3.9,1098,Everyone,48234496.0,100000
1132,EDUCATION,4.6,18372,Everyone,49283072.0,100000
1133,EDUCATION,4.6,13612,Everyone,50331648.0,100000
1134,DATING,3.4,2519,Mature 17+,5242880.0,100000
1135,HEALTH_AND_FITNESS,4.1,3405,Everyone,53477376.0,100000
1137,LIBRARIES_AND_DEMO,3.1,1267,Everyone,57671680.0,100000
1138,DATING,3.0,837,Mature 17+,9856614.4,100000
1139,LIFESTYLE,4.6,1658,Everyone,10171187.2,100000
1141,EVENTS,5.0,1,Everyone,22020096.0,100
1142,DATING,2.7,3,Mature 17+,4089446.4,100
1144,DATING,5.0,2,Mature 17+,73400320.0,100
1145,GAME,3.1,25825,Everyone,16777216.0,5000000
1146,ENTERTAINMENT,4.4,288150,Teen,22020096.0,5000000
1149,FINANCE,4.0,78306,Everyone,48234496.0,5000000
1150,COMMUNICATION,4.3,27187,Everyone,69206016.0,5000000
1151,COMMUNICATION,4.3,158679,Everyone,9227468.8,5000000
1152,DATING,3.9,105,Mature 17+,28311552.0,5000
1154,DATING,3.5,69,Mature 17+,37748736.0,5000
1155,LIFESTYLE,4.5,82145,Everyone,31457280.0,50000000
1156,FINANCE,4.3,659741,Everyone,49283072.0,50000000
1158,COMICS,4.8,516,Everyone,12582912.0,50000
1159,HOUSE_AND_HOME,4.1,81,Everyone,16777216.0,50000
1160,FINANCE,4.3,685,Everyone,22020096.0,50000
1161,ENTERTAINMENT,3.0,493,Everyone,24117248.0,50000
1162,FOOD_AND_DRINK,3.9,464,Everyone,29360128.0,50000
1163,BOOKS_AND_REFERENCE,4.5,1857,Everyone,5138022.4,50000
1164,AUTO_AND_VEHICLES,4.4,805,Everyone,5872025.6,50000
1165,FINANCE,4.7,1311,Everyone,9751756.8,50000
1166,HEALTH_AND_FITNESS,4.4,5038,Everyone,10485760.0,500000
1167,ENTERTAINMENT,4.5,16372,Teen,13631488.0,500000
1168,FOOD_AND_DRINK,4.1,2473,Everyone,14680064.0,500000
1169,HEALTH_AND_FITNESS,4.0,1577,Everyone,2306867.2,500000
1170,HEALTH_AND_FITNESS,4.7,11689,Everyone,20971520.0,500000
1172,ENTERTAINMENT,3.6,1968,Everyone,22020096.0,500000
1173,ART_AND_DESIGN,4.7,8145,Everyone,25165824.0,500000
1174,EDUCATION,4.7,31085,Everyone,25165824.0,500000
1175,FOOD_AND_DRINK,3.3,1726,Everyone,31457280.0,500000
1176,HEALTH_AND_FITNESS,4.6,10445,Everyone,50331648.0,500000
1177,DATING,3.5,2593,Mature 17+,5242880.0,500000
1178,FINANCE,4.3,5905,Everyone,52428800.0,500000
1179,HEALTH_AND_FITNESS,4.7,16570,Everyone,76546048.0,500000
1180,EVENTS,5.0,4,Everyone,63963136.0,500
1181,FINANCE,4.2,257,Everyone,46137344.0,10000
1183,LIFESTYLE,4.2,23164,Mature 17+,10485760.0,1000000
1184,BUSINESS,4.3,20815,Everyone,10485760.0,1000000
1186,EDUCATION,4.3,22384,Everyone,17825792.0,1000000
1188,EDUCATION,4.5,99020,Everyone,18874368.0,1000000
1191,HEALTH_AND_FITNESS,4.5,27439,Everyone,19922944.0,1000000
1193,HOUSE_AND_HOME,4.6,36857,Everyone,19922944.0,1000000
1195,FOOD_AND_DRINK,3.6,22875,Everyone,23068672.0,1000000
1197,HEALTH_AND_FITNESS,4.6,56145,Everyone,24117248.0,1000000
1198,EVENTS,4.5,8800,Everyone,25165824.0,1000000
1199,FINANCE,4.1,6998,Everyone,25165824.0,1000000
1200,BUSINESS,4.8,148945,Everyone,26214400.0,1000000
1201,FINANCE,4.4,15141,Everyone,26214400.0,1000000
1202,HOUSE_AND_HOME,4.4,11200,Everyone,26214400.0,1000000
1203,EVENTS,4.4,15558,Everyone,27262976.0,1000000
1204,COMICS,4.4,238970,Teen,29360128.0,1000000
1205,LIBRARIES_AND_DEMO,4.5,60170,Everyone,29360128.0,1000000
1206,COMMUNICATION,4.0,122595,Everyone,31457280.0,1000000
1207,FINANCE,4.3,24729,Everyone,33554432.0,1000000
1208,FOOD_AND_DRINK,4.5,35218,Everyone,35651584.0,1000000
1209,FOOD_AND_DRINK,4.2,10159,Everyone,37748736.0,1000000
1210,COMMUNICATION,3.9,42370,Everyone,38797312.0,1000000
1211,ENTERTAINMENT,4.1,21867,Teen,40894464.0,1000000
1212,LIFESTYLE,4.5,53652,Everyone,40894464.0,1000000
1213,COMMUNICATION,4.4,36880,Everyone,4194304.0,1000000
1215,LIFESTYLE,4.2,3788,Everyone,46137344.0,1000000
1216,HOUSE_AND_HOME,4.0,7508,Everyone,5347737.6,1000000
1217,EVENTS,4.6,8232,Everyone,55574528.0,1000000
1218,HEALTH_AND_FITNESS,4.5,106547,Everyone,56623104.0,1000000
1219,HEALTH_AND_FITNESS,4.4,38343,Everyone,57671680.0,1000000
1220,BEAUTY,4.5,26834,Everyone,59768832.0,1000000
1221,HEALTH_AND_FITNESS,4.0,49479,Teen,59768832.0,1000000
1222,ENTERTAINMENT,3.7,17247,Everyone 10+,7549747.2,1000000
1223,HOUSE_AND_HOME,4.5,8481,Everyone,7864320.0,1000000
1225,ENTERTAINMENT,4.3,44550,Everyone,75497472.0,1000000
1226,FOOD_AND_DRINK,4.3,31986,Teen,79691776.0,1000000
1227,GAME,4.4,41975,Everyone,82837504.0,1000000
1228,ENTERTAINMENT,4.3,160164,Teen,12582912.0,10000000
1229,COMMUNICATION,4.4,177703,Mature 17+,13631488.0,10000000
1230,COMMUNICATION,4.2,177263,Mature 17+,13631488.0,10000000
1231,FOOD_AND_DRINK,4.1,64784,Everyone,13631488.0,10000000
1232,LIFESTYLE,3.5,6145,Everyone,13631488.0,10000000
1233,FINANCE,4.0,34428,Everyone,15728640.0,10000000
1234,AUTO_AND_VEHICLES,4.2,271920,Teen,16777216.0,10000000
1235,EDUCATION,4.3,206527,Everyone 10+,22020096.0,10000000
1238,HEALTH_AND_FITNESS,4.5,130104,Everyone,26214400.0,10000000
1239,ENTERTAINMENT,4.1,115033,Everyone,31457280.0,10000000
1240,FINANCE,4.6,1374549,Everyone,33554432.0,10000000
1241,GAME,4.4,37023,Everyone,34603008.0,10000000
1242,FOOD_AND_DRINK,4.2,333208,Everyone,35651584.0,10000000
1243,LIFESTYLE,4.1,47497,Everyone,35651584.0,10000000
1244,FINANCE,4.4,250706,Everyone,38797312.0,10000000
1246,ENTERTAINMENT,3.5,10939,Everyone,4823449.6,10000000
1247,HEALTH_AND_FITNESS,4.6,115721,Everyone,70254592.0,10000000
1249,FINANCE,4.6,510392,Everyone,82837504.0,10000000
1251,GAME,4.2,195558,Everyone,90177536.0,10000000
1252,HEALTH_AND_FITNESS,4.6,251534,Everyone,97517568.0,10000000
1254,GAME,4.3,174755,Everyone 10+,102760448.0,10000000
1255,FINANCE,4.6,964,Everyone,14680064.0,10000
1256,BUSINESS,4.5,413,Everyone,30408704.0,10000
1257,COMICS,3.5,115,Mature 17+,9542041.6,10000
1258,FINANCE,4.4,3780,Everyone,11534336.0,100000
1259,DATING,1.9,953,Mature 17+,19922944.0,100000
1262,FINANCE,4.8,12304,Everyone,22020096.0,100000
1263,LIBRARIES_AND_DEMO,4.6,3014,Everyone,22020096.0,100000
1264,EVENTS,4.1,399,Everyone,25165824.0,100000
1265,FINANCE,4.4,7731,Everyone,25165824.0,100000
1267,FOOD_AND_DRINK,4.6,7690,Everyone,26214400.0,100000
1268,ENTERTAINMENT,4.5,1575,Everyone,45088768.0,100000
1269,DATING,3.3,4631,Mature 17+,47185920.0,100000
1270,FINANCE,4.2,283,Everyone,5242880.0,100000
1272,HEALTH_AND_FITNESS,4.0,3061,Everyone,5767168.0,100000
1274,BUSINESS,3.8,1383,Everyone,53477376.0,100000
1276,HOUSE_AND_HOME,4.8,3167,Everyone,7864320.0,100000
1277,BUSINESS,4.0,624,Everyone,9437184.0,100000
1278,FINANCE,3.8,1054,Everyone,10171187.2,100000
1279,HEALTH_AND_FITNESS,4.2,14709,Everyone,15728640.0,5000000
1280,FOOD_AND_DRINK,4.3,28008,Everyone,17825792.0,5000000
1282,FOOD_AND_DRINK,4.6,90242,Everyone,19922944.0,5000000
1283,BUSINESS,4.3,85185,Everyone,30408704.0,5000000
1284,FINANCE,4.5,100997,Everyone,34603008.0,5000000
1285,FOOD_AND_DRINK,4.5,155944,Everyone,36700160.0,5000000
1287,GAME,4.1,55380,Everyone,40894464.0,5000000
1288,FINANCE,3.6,52306,Everyone,44040192.0,5000000
1289,HEALTH_AND_FITNESS,4.5,144040,Everyone,57671680.0,5000000
1291,HEALTH_AND_FITNESS,4.5,183662,Everyone,59768832.0,5000000
1294,EDUCATION,4.5,172505,Everyone,79691776.0,5000000
1298,FINANCE,4.7,3290,Everyone,12582912.0,50000
1299,LIFESTYLE,4.2,220,Everyone,15728640.0,50000
1300,EDUCATION,3.9,61,Mature 17+,18874368.0,50000
1301,DATING,3.5,241,Mature 17+,2936012.8,50000
1302,DATING,3.4,212,Mature 17+,3145728.0,50000
1303,BUSINESS,4.1,5448,Everyone,12582912.0,500000
1305,DATING,4.2,7779,Mature 17+,12582912.0,500000
1307,AUTO_AND_VEHICLES,4.0,2155,Everyone,15728640.0,500000
1308,BEAUTY,4.7,18900,Everyone,17825792.0,500000
1309,FINANCE,4.3,5928,Everyone,23068672.0,500000
1310,BUSINESS,3.9,1058,Everyone,24117248.0,500000
1311,HEALTH_AND_FITNESS,4.4,12858,Everyone,57671680.0,500000
1312,DATING,4.5,120,Mature 17+,10485760.0,500
1314,FOOD_AND_DRINK,4.5,9066,Everyone,15728640.0,500000
1316,FINANCE,4.6,3596,Everyone,19922944.0,100000
1317,ENTERTAINMENT,4.3,1856,Teen,20971520.0,100000
1318,ENTERTAINMENT,3.6,2639,Everyone,8912896.0,100000
1319,FOOD_AND_DRINK,4.2,3755,Everyone,8912896.0,100000
1320,AUTO_AND_VEHICLES,3.9,142,Everyone,33554432.0,50000
1322,LIFESTYLE,4.5,100,Everyone,7444889.6,1000000
1323,BUSINESS,3.8,14760,Everyone,9017753.6,50000000
1324,LIFESTYLE,4.3,985,Everyone,16777216.0,500000
1325,LIBRARIES_AND_DEMO,4.6,237,Everyone,8704.0,50000
